pdbid,-logKd/Ki,set
4iid,5.62,refined
4j48,5.62,refined
4jiz,5.62,general
4lng,5.62,general
4mg6,5.62,general
4my6,5.62,general
4mzl,5.62,general
4oz1,5.62,general
4txe,5.62,general
1vwl,5.63,general
3bux,5.63,general
3gy3,5.63,refined
3l1n,5.63,refined
3rf5,5.63,refined
1f57,5.64,refined
1h1r,5.64,general
1hk1,5.64,general
1hlf,5.64,general
1hte,5.64,general
1lrt,5.64,general
1qs4,5.64,general
1y3v,5.64,refined
1y3y,5.64,general
1z9g,5.64,core
2gni,5.64,general
2ojg,5.64,refined
2qlm,5.64,general
2reg,5.64,refined
2x6k,5.64,general
2xkd,5.64,general
2xzc,5.64,general
3arv,5.64,core
3fv7,5.64,general
3fwv,5.64,refined
3hv6,5.64,general
3iw7,5.64,general
3n86,5.64,core
3p79,5.64,general
3qzq,5.64,general
3s8l,5.64,refined
3zjt,5.64,general
4b11,5.64,general
4deu,5.64,refined
4dmn,5.64,general
4ft2,5.64,general
4jin,5.64,general
4l7b,5.64,general
4mbp,5.64,general
4nhy,5.64,general
4zqt,5.64,general
1hq5,5.65,general
3q7q,5.65,refined
3sn8,5.65,general
4ezy,5.65,general
4iuu,5.65,general
4qz7,5.65,general
4zsq,5.65,general
1n5r,5.66,refined
1nhu,5.66,refined
1nhv,5.66,general
1o43,5.66,general
1pxk,5.66,general
2aie,5.66,general
2aod,5.66,refined
2azm,5.66,general
2erz,5.66,refined
2f4j,5.66,general
2nxd,5.66,general
2op9,5.66,general
2r3c,5.66,general
2x97,5.66,refined
2z5s,5.66,general
3b1t,5.66,general
3ery,5.66,refined
3g2w,5.66,general
3iuc,5.66,general
3mke,5.66,general
3oxi,5.66,general
3p4f,5.66,general
3sh0,5.66,general
3t6r,5.66,general
3td4,5.66,refined
3zi8,5.66,refined
4gs9,5.66,general
4hxl,5.66,general
4jls,5.66,general
4l70,5.66,general
4l7u,5.66,general
4n7g,5.66,general
4nal,5.66,general
4pr5,5.66,general
4pra,5.66,general
4prn,5.66,general
4prp,5.66,general
4yo6,5.66,general
4zek,5.66,refined
5c28,5.66,core
2bb7,5.67,general
2h15,5.67,refined
2lko,5.67,general
2pqz,5.67,refined
2qwf,5.67,refined
3tdu,5.67,general
3zmp,5.67,general
4ncn,5.67,refined
4u7t,5.67,general
1e8h,5.68,general
1gnn,5.68,refined
1nhx,5.68,general
1ow4,5.68,general
1oxn,5.68,general
1pwu,5.68,general
1tve,5.68,general
2an5,5.68,general
2c92,5.68,refined
2cbu,5.68,refined
2k0x,5.68,general
2q8z,5.68,refined
2uyq,5.68,refined
2v0c,5.68,general
2vpg,5.68,general
2vr4,5.68,general
2xk3,5.68,general
3al3,5.68,general
3b5j,5.68,refined
3d45,5.68,general
3ha6,5.68,general
3oil,5.68,refined
3sou,5.68,general
3u0p,5.68,general
3vi5,5.68,general
3zju,5.68,general
4c52,5.68,refined
4cxx,5.68,general
4d2p,5.68,general
4det,5.68,refined
4jfj,5.68,general
4l4z,5.68,refined
4mg9,5.68,general
4mm9,5.68,general
4q9y,5.68,refined
4wku,5.68,general
4ycw,5.68,general
3sji,5.69,general
3uvl,5.69,general
1a46,5.7,general
1a99,5.7,refined
1bt6,5.7,general
1dkd,5.7,general
1egh,5.7,refined
1g4k,5.7,general
1g98,5.7,refined
1g9r,5.7,refined
1i32,5.7,general
1i48,5.7,general
1jsv,5.7,refined
1n1m,5.7,refined
1o4b,5.7,general
1pgp,5.7,refined
1xt3,5.7,general
1y2d,5.7,general
2a14,5.7,refined
2adm,5.7,general
2avm,5.7,refined
2bgn,5.7,general
2bw7,5.7,general
2ccs,5.7,general
2f2h,5.7,refined
2gpp,5.7,general
2h3e,5.7,refined
2hwh,5.7,general
2i4p,5.7,general
2i4z,5.7,refined
2o3z,5.7,general
2oi9,5.7,general
2x7c,5.7,general
2x7x,5.7,general
2xpb,5.7,general
2ya6,5.7,refined
2zbk,5.7,general
3acx,5.7,refined
3b0w,5.7,general
3bar,5.7,general
3c4h,5.7,refined
3d4y,5.7,refined
3dkj,5.7,general
3doz,5.7,general
3ds1,5.7,general
3eks,5.7,general
3fhb,5.7,refined
3g0c,5.7,general
3kku,5.7,refined
3n5h,5.7,general
3pxe,5.7,general
3s9i,5.7,general
3srg,5.7,general
3udy,5.7,general
4aa7,5.7,general
4b13,5.7,general
4bs0,5.7,refined
4d1c,5.7,general
4f39,5.7,refined
4hnn,5.7,general
4i7b,5.7,general
4j28,5.7,core
4j8s,5.7,general
4l2l,5.7,refined
4pio,5.7,general
4pzv,5.7,refined
4qxq,5.7,refined
4tky,5.7,general
4zyr,5.7,general
5ajz,5.7,general
7gch,5.7,general
9lpr,5.7,general
1n7m,5.71,general
2oz2,5.71,general
2uz9,5.71,refined
3bt9,5.71,general
3hj0,5.71,general
3lf0,5.71,general
3t3h,5.71,general
3wvm,5.71,refined
4mny,5.71,general
4wvu,5.71,general
1cka,5.72,general
1guw,5.72,general
1obx,5.72,general
2hob,5.72,general
2qg0,5.72,refined
2v25,5.72,refined
2vtj,5.72,general
3b1u,5.72,general
3c4f,5.72,general
3jvr,5.72,core
3k3i,5.72,general
3mks,5.72,general
3shc,5.72,refined
3tku,5.72,general
3tne,5.72,general
4a6v,5.72,general
4a6w,5.72,general
4abk,5.72,general
4awm,5.72,general
4br3,5.72,refined
4dkp,5.72,refined
4dn0,5.72,general
4h3c,5.72,general
4hbx,5.72,general
4hfz,5.72,general
4i9o,5.72,general
4iut,5.72,general
4iuv,5.72,general
4nhx,5.72,general
4obz,5.72,general
4rvt,5.72,general
4u82,5.72,general
2z4z,5.73,general
3bqc,5.73,refined
3m3z,5.73,refined
4i60,5.73,general
4j44,5.73,refined
1bkm,5.74,general
1dmb,5.74,general
1g3b,5.74,general
1h25,5.74,general
1o32,5.74,general
1o33,5.74,refined
1o34,5.74,general
1o5e,5.74,refined
1qy2,5.74,refined
1t7f,5.74,general
1zdp,5.74,refined
1zyr,5.74,general
2b1v,5.74,general
2c68,5.74,general
2flb,5.74,general
2las,5.74,general
2pgz,5.74,refined
2ph8,5.74,general
2pqc,5.74,refined
2viy,5.74,general
2xk1,5.74,general
2zvj,5.74,general
3bzi,5.74,general
3d1f,5.74,general
3g9n,5.74,general
3gpe,5.74,general
3gy2,5.74,refined
3ivx,5.74,refined
3jyj,5.74,general
3kr1,5.74,general
3o0e,5.74,general
3o1d,5.74,general
3o1e,5.74,general
3pb7,5.74,refined
3qw7,5.74,general
3ut5,5.74,general
3v7c,5.74,general
3wz7,5.74,refined
4d1d,5.74,general
4d8n,5.74,general
4dk8,5.74,general
4dwb,5.74,general
4f70,5.74,general
4gao,5.74,general
4gz3,5.74,general
4ibm,5.74,general
4j3i,5.74,general
4jv9,5.74,general
4knr,5.74,general
4lps,5.74,refined
4mp7,5.74,general
4o2a,5.74,general
4o2b,5.74,refined
4p4d,5.74,general
4rxa,5.74,general
4tkh,5.74,refined
4yog,5.74,general
4zsp,5.74,general
5am5,5.74,general
5cbr,5.74,refined
2ya8,5.75,refined
3btc,5.75,general
3pa8,5.75,general
4b4q,5.75,general
4dcd,5.75,general
4iku,5.75,general
4mn3,5.75,refined
4uva,5.75,general
1p1o,5.76,refined
1rhm,5.76,general
2cmc,5.76,general
2gg7,5.76,general
2qta,5.76,refined
3asl,5.76,general
3rz3,5.76,general
4a95,5.76,refined
4mnw,5.76,general
4muv,5.76,refined
4nwc,5.76,refined
4oee,5.76,general
1ddm,5.77,general
1jj9,5.77,general
1jmf,5.77,refined
1kds,5.77,general
1o5b,5.77,core
1q66,5.77,general
1ur9,5.77,refined
1xh8,5.77,general
1y3w,5.77,general
2boj,5.77,refined
2gg0,5.77,general
2h44,5.77,general
2pg2,5.77,general
2psx,5.77,general
2vcg,5.77,general
2xp7,5.77,refined
2ynr,5.77,general
3cs8,5.77,general
3cso,5.77,general
3d1e,5.77,general
3eg6,5.77,general
3k00,5.77,refined
3k8d,5.77,general
3njy,5.77,general
3plu,5.77,general
3qfv,5.77,general
3qxc,5.77,general
3rm4,5.77,refined
3rum,5.77,general
4fxq,5.77,refined
4j45,5.77,refined
4lbo,5.77,general
4mbf,5.77,general
4oaz,5.77,general
4q9o,5.77,refined
4qwj,5.77,general
4u03,5.77,general
4u0m,5.77,general
4u0n,5.77,general
4um1,5.77,general
4yuw,5.77,general
4zdu,5.77,general
5d1t,5.77,general
2x7s,5.78,general
3dpd,5.78,general
3r5n,5.78,general
3sjo,5.78,general
4ght,5.78,general
4l4v,5.78,refined
4mw6,5.78,general
4z2k,5.78,general
5dda,5.78,general
1hmt,5.79,refined
1y57,5.79,general
2qe5,5.79,general
2y5h,5.79,core
4bqt,5.79,general
4q4q,5.79,refined
1a8t,5.8,general
1c3i,5.8,general
1dub,5.8,general
1g3c,5.8,general
1ggd,5.8,general
1jlx,5.8,general
1jvp,5.8,general
1kpm,5.8,refined
1njb,5.8,general
1ppm,5.8,refined
1wug,5.8,general
2i40,5.8,general
2q88,5.8,refined
2q95,5.8,general
2xk6,5.8,general
3bl2,5.8,general
3e63,5.8,general
3fyz,5.8,general
3iaw,5.8,general
3il5,5.8,general
3k16,5.8,general
3mbz,5.8,general
3q72,5.8,general
3q7p,5.8,general
3v31,5.8,general
4acf,5.8,general
4ezx,5.8,refined
4f6v,5.8,general
4g8v,5.8,refined
4int,5.8,general
4k3p,5.8,general
4mzj,5.8,general
4oyb,5.8,general
4rhx,5.8,refined
4wph,5.8,general
4ymq,5.8,refined
4ysl,5.8,refined
5auy,5.8,general
1h8s,5.81,general
1lkl,5.81,refined
2wi4,5.81,general
2zju,5.81,general
3ual,5.81,general
11gs,5.82,general
1apb,5.82,general
1bbz,5.82,general
1hdq,5.82,refined
1kav,5.82,refined
1ktt,5.82,general
1lqe,5.82,general
1ntv,5.82,general
1ols,5.82,refined
1qm5,5.82,general
1rri,5.82,general
1urg,5.82,general
1vwn,5.82,general
1zyj,5.82,general
2g6q,5.82,general
2llo,5.82,general
2llq,5.82,general
2nn1,5.82,refined
2nq6,5.82,general
2vtr,5.82,general
2xez,5.82,general
2xk7,5.82,general
2y8l,5.82,general
2y8q,5.82,general
2ym4,5.82,general
3b7i,5.82,refined
3bet,5.82,general
3doy,5.82,general
3dp2,5.82,general
3dp3,5.82,general
3e1r,5.82,general
3fzs,5.82,general
3gss,5.82,refined
3h6z,5.82,general
3ind,5.82,general
3iue,5.82,refined
3nzw,5.82,general
3owk,5.82,general
3qqa,5.82,refined
3qqs,5.82,core
3wz8,5.82,core
4a9n,5.82,general
4dld,5.82,core
4e9u,5.82,refined
4imq,5.82,general
4k9g,5.82,general
4lj8,5.82,refined
4mcb,5.82,general
4p5d,5.82,refined
4pnt,5.82,general
4r4o,5.82,refined
4rn2,5.82,general
4rqk,5.82,refined
4u0u,5.82,general
4xs2,5.82,general
4yax,5.82,general
4ycv,5.82,general
4z84,5.82,refined
4zec,5.82,refined
3buw,5.83,general
4do5,5.83,refined
4edy,5.83,general
3sm1,5.84,general
4bzn,5.84,general
4km2,5.84,refined
4oex,5.84,general
1abt,5.85,general
1bdl,5.85,general
1juf,5.85,general
1k4g,5.85,refined
1ny0,5.85,general
1o2u,5.85,general
1o2v,5.85,general
1o2w,5.85,refined
1o2x,5.85,general
1o2y,5.85,general
1ogz,5.85,refined
1q54,5.85,refined
1q63,5.85,general
1qbn,5.85,refined
1tqf,5.85,general
1u1w,5.85,refined
1utz,5.85,general
1yw7,5.85,general
2bro,5.85,general
2e5y,5.85,refined
2g19,5.85,general
2liq,5.85,general
2lnw,5.85,general
2oc7,5.85,general
2pu1,5.85,refined
2r3t,5.85,refined
2vmf,5.85,refined
2z94,5.85,refined
3ax5,5.85,general
3d28,5.85,general
3dp0,5.85,general
3duy,5.85,general
3e5u,5.85,refined
3ehy,5.85,core
3fxb,5.85,general
3r9n,5.85,general
4b6r,5.85,refined
4bis,5.85,general
4des,5.85,refined
4ehm,5.85,general
4gsc,5.85,general
4jv8,5.85,refined
4msu,5.85,general
4nak,5.85,general
4pnm,5.85,general
4qdk,5.85,refined
4qr3,5.85,general
4qw6,5.85,general
4rww,5.85,refined
4w50,5.85,general
4z2l,5.85,general
5a2j,5.85,general
4xya,5.86,refined
1kl3,5.86,general
2v6n,5.86,general
3lpu,5.86,general
3r6t,5.86,general
3vf3,5.86,general
4ajw,5.86,general
4azc,5.86,refined
4jn4,5.86,general
4jne,5.86,refined
4mga,5.86,general
5akj,5.86,general
2cm8,5.87,general
2uzv,5.87,general
3tcg,5.87,refined
4mwc,5.87,general
4xkc,5.87,general
1u6q,5.88,general
3bim,5.88,general
3kjq,5.88,general
3zlk,5.88,general
4cfl,5.88,refined
4pgc,5.88,general
4zei,5.88,refined
5am0,5.88,general
5cyi,5.88,general
1b3l,5.89,refined
1dzj,5.89,general
1e1x,5.89,refined
1ett,5.89,general
1fpi,5.89,general
1y8o,5.89,general
1ydk,5.89,refined
1zlw,5.89,general
2brm,5.89,refined
2e9d,5.89,general
2eg7,5.89,refined
2j9a,5.89,general
2jbl,5.89,general
2mpm,5.89,general
2ooh,5.89,general
2oqs,5.89,general
2ph9,5.89,general
2qlb,5.89,general
2qm7,5.89,general
2tmn,5.89,refined
2viq,5.89,general
2xas,5.89,general
2y3p,5.89,general
2y8i,5.89,general
3bg8,5.89,general
3bu6,5.89,general
3e0q,5.89,general
3eeb,5.89,refined
3f9n,5.89,general
3fci,5.89,general
3ghe,5.89,general
3h1x,5.89,refined
3m54,5.89,general
3qgw,5.89,refined
3u9c,5.89,general
3uev,5.89,core
3wgw,5.89,general
3wzu,5.89,general
4a23,5.89,general
4arb,5.89,refined
4b71,5.89,general
4de0,5.89,refined
4e28,5.89,general
4gpl,5.89,general
4hva,5.89,general
4iu0,5.89,general
4p6e,5.89,general
4q3q,5.89,general
4tkn,5.89,general
4uat,5.89,general
4uau,5.89,general
4wk1,5.89,refined
4x3s,5.89,general
4xyn,5.89,general
1v2n,5.9,refined
2ew5,5.9,general
2weq,5.9,refined
3old,5.9,refined
3wti,5.9,general
4azp,5.9,general
4bw1,5.9,general
4kne,5.9,general
4lkt,5.9,general
4qxj,5.9,general
5a5r,5.9,general
5a5s,5.9,general
1ugx,5.91,refined
2c0o,5.91,general
2g01,5.91,general
2pv2,5.91,general
3ebp,5.91,core
3jzk,5.91,general
4csd,5.91,refined
4mwe,5.91,general
4rxh,5.91,general
1a4h,5.92,general
1a4w,5.92,refined
1aj6,5.92,general
1jao,5.92,refined
1kyv,5.92,refined
1lvk,5.92,general
1ndv,5.92,refined
1o0h,5.92,core
1oay,5.92,general
1ok7,5.92,general
1pph,5.92,refined
1qf2,5.92,refined
1qka,5.92,refined
1qwe,5.92,general
1ule,5.92,general
1vgc,5.92,general
1yds,5.92,refined
1yet,5.92,refined
1yms,5.92,general
2ans,5.92,refined
2g83,5.92,general
2g9v,5.92,general
2iwu,5.92,general
2pmk,5.92,refined
2q96,5.92,general
2xn3,5.92,refined
2zyn,5.92,general
3hyf,5.92,general
3jq7,5.92,general
3kgu,5.92,refined
3n5u,5.92,general
3neo,5.92,refined
3qo9,5.92,general
3r0h,5.92,general
3r4m,5.92,refined
3tkz,5.92,general
3vqh,5.92,general
3zki,5.92,general
3zv7,5.92,refined
3zvt,5.92,general
4dgm,5.92,general
4dlj,5.92,general
4gja,5.92,general
4h1j,5.92,general
4hz5,5.92,general
4kyh,5.92,refined
4l3p,5.92,general
4lkk,5.92,refined
4mdq,5.92,general
4ot6,5.92,general
4p0v,5.92,general
4p0x,5.92,general
4pz8,5.92,general
4qye,5.92,general
4rdn,5.92,refined
4rme,5.92,general
4u0f,5.92,refined
4uvu,5.92,general
4ux6,5.92,general
4y5d,5.92,refined
4ztl,5.92,general
5afx,5.92,general
1fv0,5.93,refined
2hny,5.93,general
2xno,5.93,general
3ft4,5.93,general
3pm1,5.93,general
4i6b,5.93,general
4op2,5.93,general
4qwr,5.93,general
1kv1,5.94,refined
2c4g,5.94,general
2p99,5.94,general
2woa,5.94,general
3lmk,5.94,refined
3lnk,5.94,general
3nef,5.94,general
3neg,5.94,general
4mr3,5.94,refined
4mr4,5.94,general
4qh7,5.94,general
4ra1,5.94,refined
2weh,5.95,refined
3zmi,5.95,general
3zot,5.95,general
4rhy,5.95,general
5ale,5.95,general
5bpe,5.95,general
1b9j,5.96,refined
1d6w,5.96,refined
1nl9,5.96,refined
1o36,5.96,refined
1p05,5.96,general
1q8u,5.96,core
1t7r,5.96,general
2e9c,5.96,general
2fhy,5.96,general
2j79,5.96,refined
2joa,5.96,general
2mow,5.96,general
2o3p,5.96,general
2o7v,5.96,general
2peh,5.96,general
2q92,5.96,general
2xaq,5.96,general
2xht,5.96,refined
2ykb,5.96,general
2yke,5.96,general
3btl,5.96,general
3cfs,5.96,general
3fxw,5.96,general
3fy0,5.96,general
3g3m,5.96,general
3lpr,5.96,general
3mp6,5.96,general
3rw9,5.96,general
3sad,5.96,general
3wns,5.96,general
3wz6,5.96,refined
3zm4,5.96,general
4awg,5.96,general
4bqy,5.96,general
4cki,5.96,general
4crj,5.96,general
4d4d,5.96,refined
4de1,5.96,core
4e9c,5.96,general
4feq,5.96,general
4hkn,5.96,general
4hlh,5.96,general
4hlk,5.96,general
4msc,5.96,core
4n1b,5.96,general
4p0w,5.96,general
4qxs,5.96,general
4urk,5.96,general
4uxh,5.96,general
4w9i,5.96,core
4xuc,5.96,general
4yvc,5.96,general
5d1u,5.96,general
5em8,5.96,general
1uwt,5.97,refined
1x7e,5.97,general
2hug,5.97,general
2m0v,5.97,general
4fm8,5.97,refined
4nkt,5.97,refined
4qtd,5.97,general
4qwg,5.97,general
4tjz,5.97,refined
4wy6,5.97,general
4xub,5.97,general
5ald,5.97,general
1uwu,5.98,refined
2df6,5.98,general
3ezv,5.98,general
3rl8,5.98,general
4g69,5.98,general
1kl5,5.99,general
1njf,5.99,general
2xv1,5.99,general
3e12,5.99,refined
3huc,5.99,refined
3t3e,5.99,general
4az5,5.99,refined
4ch2,5.99,general
4ch8,5.99,general
1a1e,6.0,refined
1ado,6.0,refined
1c5s,6.0,refined
1c8k,6.0,general
1ceb,6.0,refined
1ctr,6.0,general
1d2e,6.0,refined
1di8,6.0,general
1dpu,6.0,general
1ekb,6.0,general
1f0q,6.0,general
1f0t,6.0,refined
1f40,6.0,general
1fpy,6.0,general
1ftl,6.0,general
1gt1,6.0,general
1h1q,6.0,general
1hn2,6.0,general
1i7g,6.0,general
1jq8,6.0,refined
1k03,6.0,general
1kat,6.0,general
1ke8,6.0,general
1lvc,6.0,general
1rpa,6.0,general
1ssq,6.0,refined
1tou,6.0,general
1tsm,6.0,general
1uvr,6.0,general
1uym,6.0,general
1xgj,6.0,general
1xk5,6.0,refined
1zgv,6.0,general
2am1,6.0,general
2bvd,6.0,refined
2gh9,6.0,refined
2izl,6.0,refined
2l6e,6.0,general
2qa8,6.0,general
2qh6,6.0,general
2r3i,6.0,general
2r43,6.0,refined
2rcn,6.0,refined
2vqt,6.0,refined
2w8g,6.0,general
2wf5,6.0,refined
2wnl,6.0,general
2wzx,6.0,general
2xhs,6.0,general
2ym3,6.0,general
2z5o,6.0,general
2z97,6.0,general
3aig,6.0,general
3ary,6.0,core
3arz,6.0,general
3az8,6.0,general
3az9,6.0,general
3bze,6.0,general
3ddg,6.0,refined
3dxm,6.0,general
3f69,6.0,general
3ggj,6.0,general
3haw,6.0,general
3l4w,6.0,refined
3met,6.0,general
3nex,6.0,refined
3nyn,6.0,general
3qnj,6.0,general
3ucj,6.0,refined
3udq,6.0,general
3uh2,6.0,general
3uil,6.0,refined
3zha,6.0,general
3zo1,6.0,general
4a0j,6.0,general
4awi,6.0,general
4bb9,6.0,refined
4bpj,6.0,general
4d2t,6.0,general
4ezw,6.0,general
4fvq,6.0,general
4fvr,6.0,general
4g2y,6.0,general
4ivt,6.0,general
4jql,6.0,general
4jv7,6.0,general
4kwg,6.0,refined
4l3o,6.0,general
4l7l,6.0,general
4nrt,6.0,general
4o72,6.0,general
4p3h,6.0,refined
4pmt,6.0,general
4pzx,6.0,general
4qwf,6.0,general
4qxr,6.0,refined
4rao,6.0,general
4rr6,6.0,refined
4rs0,6.0,general
4u2w,6.0,general
4wyy,6.0,general
4x8g,6.0,general
4zz3,6.0,general
6cgt,6.0,general
1awf,6.01,general
1b5h,6.01,refined
1eb2,6.01,refined
2o48,6.01,general
2qhn,6.01,general
2vl4,6.01,refined
2vqm,6.01,general
2z4w,6.01,general
4b6s,6.01,refined
4e34,6.01,general
4ie3,6.01,general
4uv9,6.01,general
1tcw,6.02,refined
1xlz,6.02,general
1zz1,6.02,general
2xwe,6.02,general
3coy,6.02,core
3f3c,6.02,core
3jqb,6.02,general
3pi5,6.02,general
3pkc,6.02,general
3su6,6.02,refined
3ti4,6.02,general
3ugc,6.02,general
3zkf,6.02,general
3zq9,6.02,refined
4jhz,6.02,general
4og4,6.02,refined
4tjw,6.02,general
5er1,6.02,refined
1fq8,6.03,general
1n8u,6.03,general
1n8v,6.03,refined
1okl,6.03,refined
1os0,6.03,refined
1sh9,6.03,refined
1t7d,6.03,refined
2ce9,6.03,refined
3qtr,6.03,general
3rx7,6.03,general
3shb,6.03,general
4f9u,6.03,refined
4f9v,6.03,general
4ii9,6.03,general
4pd8,6.03,general
4zb8,6.03,refined
1t79,6.04,general
1xbo,6.04,refined
2e9a,6.04,general
2ivz,6.04,general
2vcq,6.04,general
2w1d,6.04,general
2w2i,6.04,general
2wbb,6.04,general
3ijy,6.04,general
3lbk,6.04,general
3zlq,6.04,general
4h38,6.04,general
4km0,6.04,refined
4mma,6.04,general
4nuc,6.04,refined
4tkj,6.04,refined
1aq7,6.05,general
1eoc,6.05,refined
1llb,6.05,general
1pxl,6.05,general
1t29,6.05,general
1z6p,6.05,general
2a3i,6.05,general
2l75,6.05,general
2mwp,6.05,general
2nns,6.05,general
2q11,6.05,general
2r3p,6.05,general
2r7g,6.05,general
2wi5,6.05,general
2x3t,6.05,general
2yg2,6.05,general
2zoq,6.05,general
3bgb,6.05,refined
3cfv,6.05,general
3d04,6.05,general
3f66,6.05,general
3gus,6.05,refined
3iss,6.05,refined
3lgl,6.05,general
3max,6.05,general
3ouj,6.05,refined
3pcf,6.05,refined
3skh,6.05,general
4ara,6.05,refined
4e3b,6.05,general
4eoi,6.05,general
4eol,6.05,general
4eon,6.05,general
4eop,6.05,general
4eos,6.05,general
4ge2,6.05,general
4hxz,6.05,general
4inb,6.05,general
4kqp,6.05,refined
4m12,6.05,refined
4qfs,6.05,general
4qvp,6.05,general
4ris,6.05,general
4w7t,6.05,general
1g7q,6.06,refined
1jmi,6.06,general
1kjr,6.06,refined
1qb6,6.06,refined
1qnh,6.06,general
2fxs,6.06,core
2nnd,6.06,refined
2xkf,6.06,general
2ym6,6.06,general
3buo,6.06,general
3qc9,6.06,general
3sfg,6.06,refined
3sjt,6.06,general
4gw8,6.06,general
4hlf,6.06,general
4io3,6.06,refined
4l50,6.06,refined
4o4r,6.06,general
5avi,6.06,general
5c29,6.06,general
1c5f,6.07,general
1jmg,6.07,refined
1mmp,6.07,general
1o5f,6.07,general
1xo2,6.07,general
1yy6,6.07,general
1zpb,6.07,general
2gst,6.07,refined
2jkr,6.07,general
2pjt,6.07,general
2vtn,6.07,general
2w5g,6.07,refined
2wmx,6.07,general
3b25,6.07,refined
3c89,6.07,refined
3fvl,6.07,refined
3h0q,6.07,general
3le8,6.07,general
3loo,6.07,general
3owj,6.07,refined
4abv,6.07,general
4ec0,6.07,general
4h5e,6.07,general
4l09,6.07,general
4wwn,6.07,general
4xqu,6.07,general
1awh,6.08,general
1f4y,6.08,general
1kz8,6.08,general
1nhz,6.08,refined
1sri,6.08,general
1tet,6.08,general
1y8p,6.08,general
2g9r,6.08,general
2g9u,6.08,general
2pze,6.08,general
2w7y,6.08,refined
2wc3,6.08,refined
2wej,6.08,refined
2x6i,6.08,general
3bkk,6.08,refined
3iw5,6.08,refined
3kaf,6.08,general
3otf,6.08,general
3rhx,6.08,general
3sv7,6.08,general
4ir6,6.08,general
4kp5,6.08,refined
4uu7,6.08,general
1ftj,6.09,general
1o2n,6.09,refined
1ogx,6.09,refined
1w9u,6.09,refined
3p8z,6.09,refined
3u18,6.09,general
4cwb,6.09,general
4cxw,6.09,general
4e8w,6.09,general
4e8y,6.09,general
4f49,6.09,general
4lkl,6.09,general
4o3b,6.09,general
4pni,6.09,general
1azm,6.1,refined
1b56,6.1,general
1css,6.1,general
1dzk,6.1,refined
1e00,6.1,general
1gt5,6.1,general
1lgt,6.1,refined
1m2q,6.1,refined
1meu,6.1,general
1oj5,6.1,general
1tka,6.1,general
1ujj,6.1,general
1zxv,6.1,general
2cvd,6.1,general
2e7f,6.1,refined
2ewb,6.1,refined
2flr,6.1,refined
2fum,6.1,general
2p7a,6.1,refined
2pzi,6.1,general
2r3g,6.1,general
2vwz,6.1,general
2wed,6.1,refined
2x8d,6.1,general
2y06,6.1,general
2yay,6.1,refined
2zu3,6.1,general
3c8b,6.1,refined
3cii,6.1,general
3cke,6.1,refined
3d62,6.1,general
3djf,6.1,general
3ho9,6.1,general
3lkh,6.1,general
3mp1,6.1,general
3qmk,6.1,general
3rcj,6.1,general
3saz,6.1,general
3t1n,6.1,general
3v2n,6.1,refined
4akn,6.1,general
4c4n,6.1,general
4dgg,6.1,general
4euc,6.1,general
4fmn,6.1,general
4gah,6.1,refined
4glw,6.1,general
4hbn,6.1,general
4hmk,6.1,general
4hod,6.1,general
4hxm,6.1,general
4kxn,6.1,refined
4kzq,6.1,core
4l19,6.1,refined
4mz5,6.1,general
4ocp,6.1,general
4r5t,6.1,refined
4wp7,6.1,general
4xkb,6.1,general
4ya8,6.1,general
4z1s,6.1,general
5c13,6.1,general
1g32,6.11,refined
1m2p,6.11,refined
1o2z,6.11,refined
1xxh,6.11,general
2jnw,6.11,general
2nqi,6.11,general
2o63,6.11,general
2qnq,6.11,core
2qx0,6.11,refined
2ykc,6.11,general
3wdd,6.11,general
4c9w,6.11,general
4gvm,6.11,general
4iqt,6.11,general
4j1h,6.11,general
4kao,6.11,refined
4li7,6.11,general
4m7j,6.11,refined
4mm8,6.11,general
4no6,6.11,general
4qw1,6.11,general
4s3e,6.11,general
4tqn,6.11,refined
5dd9,6.11,general
1gag,6.12,general
1nc1,6.12,core
1o2g,6.12,general
1uu3,6.12,general
1x8r,6.12,refined
2fgv,6.12,refined
2kgi,6.12,general
2p2a,6.12,refined
2vpp,6.12,general
2wvt,6.12,core
2z78,6.12,general
3pkd,6.12,general
3qfy,6.12,refined
3r2a,6.12,general
4aw5,6.12,general
4ayp,6.12,refined
4hp0,6.12,refined
4hzt,6.12,general
4irx,6.12,general
4k4j,6.12,refined
4l7d,6.12,general
4m7c,6.12,general
4x34,6.12,general
5aki,6.12,general
1aku,6.13,general
2ccu,6.13,general
2uue,6.13,general
2xyr,6.13,general
3fej,6.13,general
3g9l,6.13,general
3ow3,6.13,general
3sm0,6.13,general
3tn8,6.13,general
3zeb,6.13,general
4jlj,6.13,general
4q18,6.13,general
5alo,6.13,general
2c6k,6.14,general
2c97,6.14,refined
2fqt,6.14,refined
2zym,6.14,refined
3bti,6.14,general
3db6,6.14,general
3ig1,6.14,general
3kme,6.14,general
3pz1,6.14,general
3pz2,6.14,general
4jj8,6.14,general
4mk2,6.14,general
4pyx,6.14,refined
4rt1,6.14,general
4umt,6.14,general
4zx1,6.14,refined
